predicted,actual
0.02466310120690445,0.025132743362831857
0.1557652372216885,0.146875
0.2511254254094118,0.24090247452692867
0.34973513152544755,0.3468033775633293
0.4490098753112566,0.4660368870895187
0.5507521932314998,0.5375441696113075
0.6468278829626959,0.6455542021924482
0.7475512895507597,0.7461706783369803
0.8402843427540784,0.8487084870848709
0.9760365914043306,0.9762747875354107
