predicted,actual
0.03519958611579652,0.035699107522311944
0.14424654477025087,0.13986013986013987
0.2516488823269371,0.25806451612903225
0.3567578693212091,0.36308393467527533
0.44626057332351504,0.4671249252839211
0.5509418550434235,0.5465994962216625
0.6450761422349426,0.6555600160578081
0.7463138554781613,0.7544378698224852
0.8520997972985284,0.8775137111517367
0.963583367911096,0.966792957432583
